STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,10500.0,669.5078125017362,10500.0,Normal
2016-01-08,2016-02-20,10500.0,594.4140625,10500.0,Normal
2016-01-15,2016-02-27,10500.0,573.0164930941359,10500.0,Normal
2016-01-22,2016-03-05,10250.0,583.8541666676666,10500.0,Normal
2016-01-29,2016-03-12,10250.0,528.1698070186485,10500.0,Normal
2016-02-01,2016-03-15,10250.0,529.0625,10500.0,Normal
2016-02-08,2016-03-22,10000.0,436.40941998690096,10000.0,Normal
2016-02-15,2016-03-29,10000.0,457.30658724343937,10000.0,Normal
2016-02-22,2016-04-05,9650.0,494.0818480976568,10000.0,Normal
2016-02-29,2016-04-12,9650.0,597.131317681013,9000.0,Normal
2016-03-07,2016-04-19,9550.0,581.34375,9000.0,Normal
2016-03-14,2016-04-26,9550.0,497.4167337732674,9000.0,Normal
2016-03-21,2016-05-03,9550.0,492.92187493847655,9000.0,Normal
2016-03-28,2016-05-10,9550.0,457.76500387161275,9000.0,Normal
2016-04-04,2016-05-17,9550.0,370.734375,9500.0,Normal
2016-04-11,2016-05-24,9550.0,360.5,9500.0,Normal
2016-04-18,2016-05-31,9550.0,404.375,9500.0,Normal
2016-04-25,2016-06-07,9550.0,404.375,9500.0,Normal
2016-05-02,2016-06-14,9650.0,412.84375,9500.0,Normal
2016-05-09,2016-06-21,9650.0,483.08300781091407,9500.0,Normal
2016-05-16,2016-06-28,10000.0,438.2011718739425,10000.0,Normal
2016-05-23,2016-07-05,10000.0,437.9960937489932,10000.0,Normal
2016-05-30,2016-07-12,10000.0,439.8417967640794,10000.0,Normal
2016-06-06,2016-07-19,10000.0,492.28125,10000.0,Normal
2016-06-13,2016-07-26,10000.0,484.2116749438477,10000.0,Normal
2016-06-20,2016-08-02,10000.0,483.84375,10000.0,Normal
2016-06-27,2016-08-09,10000.0,462.75,10000.0,Normal
2016-07-04,2016-08-16,10500.0,538.1796875,10500.0,Normal
2016-07-11,2016-08-23,10500.0,620.1747278797005,11000.0,Normal
2016-07-18,2016-08-30,10500.0,616.851562501466,11000.0,Normal
2016-07-25,2016-09-06,10500.0,616.1065550995799,11000.0,Normal
2016-08-01,2016-09-13,10850.0,698.4759933752039,11000.0,Normal
2016-08-08,2016-09-20,10850.0,705.3289703826041,11000.0,Normal
2016-08-15,2016-09-27,10850.0,690.625,11000.0,Normal
2016-08-22,2016-10-04,10850.0,723.4375,11000.0,Normal
2016-08-29,2016-10-11,10850.0,723.4375,11000.0,Normal
2016-09-05,2016-10-18,10850.0,737.5,11000.0,Normal
2016-09-12,2016-10-25,10850.0,704.6875,11000.0,Normal
2016-09-19,2016-11-01,10850.0,742.9062501049999,11000.0,Normal
2016-09-26,2016-11-08,10850.0,743.975360543639,11000.0,Normal
2016-10-03,2016-11-15,10850.0,747.3828125,11000.0,Normal
2016-10-10,2016-11-22,10850.0,747.3828125,11000.0,Normal
2016-10-17,2016-11-29,10850.0,715.8886718766479,11000.0,Normal
2016-10-24,2016-12-06,10850.0,720.2455358737246,11000.0,Normal
2016-10-31,2016-12-13,10850.0,721.25,11000.0,Normal
2016-11-07,2016-12-20,10850.0,716.7263779424103,11000.0,Normal
2016-11-14,2016-12-27,10850.0,721.66821460415,11000.0,Normal
2016-11-21,2017-01-03,10850.0,731.0546875,11000.0,Normal
2016-11-28,2017-01-10,10850.0,731.0546875,11000.0,Normal
2016-12-05,2017-01-17,10802.285713151927,723.0630500523778,11000.0,Normal
2016-12-12,2017-01-24,10750.0,703.90625,11000.0,Normal
2016-12-19,2017-01-31,10750.0,692.1821604146904,11000.0,Normal
2016-12-26,2017-02-07,10716.5,682.2744415903883,11000.0,Normal
2017-01-01,2017-02-13,10716.5,645.2191342220259,11000.0,Normal
2017-01-08,2017-02-20,10716.5,640.671875,11000.0,Normal
2017-01-15,2017-02-27,10683.0,644.0390625,11000.0,Normal
2017-01-22,2017-03-06,10633.0,658.0625,11000.0,Normal
2017-01-29,2017-03-13,10533.0,657.6718750017578,11000.0,Normal
2017-02-05,2017-03-20,10100.0,666.2777777006172,11000.0,Normal
2017-02-12,2017-03-27,10100.0,682.9737238787753,11000.0,Normal
2017-02-19,2017-04-03,9950.0,523.484375,10500.0,Normal
2017-02-26,2017-04-10,9895.833332098766,486.45412662573483,10500.0,Normal
2017-03-05,2017-04-17,9850.0,431.875,10000.0,Normal
2017-03-12,2017-04-24,9683.0,419.890625,10000.0,Normal
2017-03-19,2017-05-01,9663.958334104938,432.5602081768827,10000.0,Normal
2017-03-26,2017-05-08,9662.5,451.8876472302004,10000.0,Normal
2017-04-02,2017-05-15,9662.5,455.125,10000.0,Normal
2017-04-09,2017-05-22,9560.0,440.3984375,10000.0,Normal
2017-04-16,2017-05-29,9535.0,461.84375,10000.0,Normal
2017-04-23,2017-06-05,9560.0,468.09375,10000.0,Normal
2017-04-30,2017-06-12,9557.833333325332,476.53645839091666,10000.0,Normal
2017-05-07,2017-06-19,9555.0,449.265625,10000.0,Normal
2017-05-14,2017-06-26,9500.0,394.35308172167015,9500.0,Normal
2017-05-21,2017-07-03,9500.0,397.265625,9500.0,Normal
2017-05-28,2017-07-10,9500.0,400.390625,9500.0,Normal
2017-06-04,2017-07-17,9500.0,378.4375,9500.0,Normal
2017-06-11,2017-07-24,9500.0,398.75,9500.0,Normal
2017-06-18,2017-07-31,9500.0,398.54166666588515,9500.0,Normal
2017-06-25,2017-08-07,9500.0,397.85427988784375,9500.0,Normal
2017-07-02,2017-08-14,9500.0,405.9375,9500.0,Normal
2017-07-09,2017-08-21,9400.0,379.52546287722896,9200.0,Normal
2017-07-16,2017-08-28,9400.0,360.42968767361117,9200.0,Normal
2017-07-23,2017-09-04,9400.0,359.375,9200.0,Normal
2017-07-30,2017-09-11,9387.5,354.20862253515077,9200.0,Normal
2017-08-06,2017-09-18,9300.0,385.4513889853398,9200.0,Normal
2017-08-13,2017-09-25,9325.0,414.5486111125,9200.0,Normal
2017-08-20,2017-10-02,9325.0,422.5,9200.0,Normal
2017-08-27,2017-10-09,9325.0,457.25198400039073,9200.0,Normal
2017-09-03,2017-10-16,9325.0,455.77380942735886,9200.0,Normal
2017-09-10,2017-10-23,9467.005427629094,489.99406226858594,9392.00000096,Normal
2017-09-17,2017-10-30,9670.0,545.1558818448614,9800.0,Normal
2017-09-24,2017-11-06,9671.388887654317,544.6632271965988,9824.516131130073,Normal
2017-10-01,2017-11-13,9682.5,557.462515691332,9920.408163765098,Normal
2017-10-08,2017-11-20,9705.999999990625,572.9296874992674,10000.0,Normal
2017-10-15,2017-11-27,9735.0,566.6015625,10000.0,Normal
2017-10-22,2017-12-04,9750.0,569.921875,10000.0,Normal
2017-10-29,2017-12-11,9790.0,616.40625,10000.0,Normal
2017-11-05,2017-12-18,9807.5,641.2109375,10000.0,Normal
2017-11-12,2017-12-25,9826.071427891158,642.6618303039966,10000.0,Normal
2017-11-19,2018-01-01,9850.0,670.8906249690622,10000.0,Normal
2017-11-26,2018-01-08,9850.0,652.6515624603999,10000.0,Normal
2017-12-03,2018-01-15,9855.0,655.5037375438217,10000.0,Normal
2017-12-10,2018-01-22,9850.0,661.2829625796262,10000.0,Normal
2017-12-17,2018-01-29,9751.388887654317,653.7986864786277,9900.0,Normal
2017-12-24,2018-02-05,9750.0,662.5,9900.0,Normal
2017-12-31,2018-02-12,9750.0,668.359375,9900.0,Normal
2018-01-07,2018-02-19,9750.0,670.3125,9900.0,Normal
2018-01-14,2018-02-26,9750.0,673.4375,9900.0,Normal
2018-01-21,2018-03-05,9775.0,646.09375,9900.0,Normal
2018-01-28,2018-03-12,9775.0,661.71875,9900.0,Normal
2018-02-04,2018-03-19,9775.0,655.8750001350002,9950.0,Normal
2018-02-11,2018-03-26,9770.0,674.140625,10000.0,Normal
2018-02-18,2018-04-02,9754.487179475345,671.5144230758136,10000.0,Normal
2018-02-25,2018-04-09,9704.487179475345,666.8269230758136,10000.0,Normal
2018-03-04,2018-04-16,9700.0,664.84375,10000.0,Normal
2018-03-11,2018-04-23,9675.0,620.8984375,10000.0,Normal
2018-03-18,2018-04-30,9675.0,604.6440970100308,10000.0,Normal
2018-03-25,2018-05-07,9700.0,584.5703125,10000.0,Normal
2018-04-01,2018-05-14,9675.191572217085,584.2367098953517,10000.0,Normal
2018-04-08,2018-05-21,9675.0,551.171875,10000.0,Normal
2018-04-15,2018-05-28,9663.333333320832,548.1249999988282,10000.0,Normal
2018-04-22,2018-06-04,9648.030303018735,529.3744739052714,10000.0,Normal
2018-04-29,2018-06-11,9653.030303018735,527.6166614052714,10000.0,Normal
2018-05-06,2018-06-18,9658.030303018735,509.55314867333857,10000.0,Normal
2018-05-13,2018-06-25,9664.420289844486,506.4976788941009,10000.0,Normal
2018-05-20,2018-07-02,9733.874998828125,509.6328124996746,10000.0,Normal
2018-05-27,2018-07-09,9500.0,479.375,9500.0,Normal
2018-06-03,2018-07-16,9500.0,474.77343742675725,9500.0,Normal
2018-06-10,2018-07-23,9500.0,462.10156257324275,9500.0,Normal
2018-06-17,2018-07-30,9500.0,434.609375,9500.0,Normal
2018-06-24,2018-08-06,9550.0,420.5216165413651,9500.0,Normal
2018-07-01,2018-08-13,9562.5,423.0859375,9500.0,Normal
2018-07-08,2018-08-20,9625.0,425.54687500117177,9500.0,Normal
2018-07-15,2018-08-27,9625.0,439.609375,9500.0,Normal
2018-07-22,2018-09-03,9625.0,464.84975939965466,9500.0,Normal
2018-07-29,2018-09-10,9635.693779901814,468.16412479962185,9500.0,Normal
2018-08-05,2018-09-17,9640.0,515.8072916654168,9500.0,Normal
2018-08-12,2018-09-24,9640.0,500.44921836547826,9550.0,Normal
2018-08-19,2018-10-01,9825.0,509.375,9800.0,Normal
2018-08-26,2018-10-08,9825.0,515.3125,9900.0,Normal
2018-09-02,2018-10-15,9850.0,516.40625,9900.0,Normal
2018-09-09,2018-10-22,9850.0,515.0390625,9900.0,Normal
2018-09-16,2018-10-29,9870.0,512.5937499992498,9900.0,Normal
2018-09-23,2018-11-05,9875.0,477.1875,9900.0,Normal
2018-09-30,2018-11-12,9880.0,481.171875,9900.0,Normal
2018-10-07,2018-11-19,9890.0,466.484375,9900.0,Normal
2018-10-14,2018-11-26,9900.0,453.515625,9900.0,Normal
2018-10-21,2018-12-03,9900.0,453.7797037543454,9900.0,Normal
2018-10-28,2018-12-10,9900.0,456.96428578715415,9900.0,Normal
2018-11-04,2018-12-17,9900.0,455.6640626157408,9900.0,Normal
2018-11-11,2018-12-24,9900.0,457.5,9900.0,Normal
2018-11-18,2018-12-31,9900.0,433.0453757465135,9900.0,Normal
2018-11-25,2019-01-07,9900.0,443.0830965721592,9900.0,Normal
2018-12-02,2019-01-14,9900.0,443.0830965721592,9900.0,Normal
2018-12-09,2019-01-21,9900.0,436.71875,9900.0,Normal
2018-12-16,2019-01-28,9972.5,516.328125,10500.0,Normal
2018-12-23,2019-02-04,9977.5,511.33828132457813,10500.0,Normal
2018-12-30,2019-02-11,9977.5,568.0875320101133,10500.0,Normal
