STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,10750.0,633.1,11000.0,Normal
2016-01-08,2016-02-20,10650.0,466.5,11000.0,Normal
2016-01-15,2016-02-27,10500.0,414.53333303703675,10500.0,Normal
2016-01-22,2016-03-05,10500.0,455.8,10000.0,Normal
2016-01-29,2016-03-12,10500.0,351.8,10000.0,Anomaly
2016-02-01,2016-03-15,10500.0,351.8,10000.0,Anomaly
2016-02-08,2016-03-22,10000.0,297.12000000000006,10000.0,Normal
2016-02-15,2016-03-29,10000.0,337.12000000000006,10000.0,Normal
2016-02-22,2016-04-05,9967.5,379.8,10000.0,Normal
2016-02-29,2016-04-12,9967.5,489.44000000000017,10000.0,Normal
2016-03-07,2016-04-19,9767.5,516.8,9500.0,Normal
2016-03-14,2016-04-26,9767.5,384.9818182743802,9318.181817256198,Normal
2016-03-21,2016-05-03,9767.5,398.6749999015625,9181.250000984375,Anomaly
2016-03-28,2016-05-10,9767.5,373.9709675321539,9061.29032467846,Anomaly
2016-04-04,2016-05-17,9770.0,280.6,9061.29032467846,Anomaly
2016-04-11,2016-05-24,9775.0,281.6,9500.0,Normal
2016-04-18,2016-05-31,9775.0,341.6,9500.0,Normal
2016-04-25,2016-06-07,9775.0,341.6,9500.0,Normal
2016-05-02,2016-06-14,9975.0,309.2799999999999,9500.0,Anomaly
2016-05-09,2016-06-21,10074.479166655388,401.7041666689223,11000.0,Anomaly
2016-05-16,2016-06-28,10100.0,301.7041666689223,11000.0,Anomaly
2016-05-23,2016-07-05,10100.0,302.141666668815,11000.0,Anomaly
2016-05-30,2016-07-12,10100.0,305.20416643454735,11000.0,Anomaly
2016-06-06,2016-07-19,10250.0,411.6,11000.0,Anomaly
2016-06-13,2016-07-26,10250.0,400.12327103125006,11000.0,Anomaly
2016-06-20,2016-08-02,10250.0,399.6,11000.0,Anomaly
2016-06-27,2016-08-09,10250.0,399.6,11000.0,Anomaly
2016-07-04,2016-08-16,10500.0,361.45999999999987,11000.0,Normal
2016-07-11,2016-08-23,10500.0,421.38790262269265,11000.0,Normal
2016-07-18,2016-08-30,10500.0,401.6533333350011,11000.0,Normal
2016-07-25,2016-09-06,10500.0,400.32000000000005,11000.0,Normal
2016-08-01,2016-09-13,11000.0,479.95999999999987,11000.0,Normal
2016-08-08,2016-09-20,11000.0,488.0,11200.0,Normal
2016-08-15,2016-09-27,11000.0,460.0,11200.0,Normal
2016-08-22,2016-10-04,11000.0,496.0,11200.0,Normal
2016-08-29,2016-10-11,11000.0,496.0,11200.0,Normal
2016-09-05,2016-10-18,11000.0,524.0,11200.0,Normal
2016-09-12,2016-10-25,11000.0,488.0,11200.0,Normal
2016-09-19,2016-11-01,11000.0,533.1600001151999,11328.00000096,Normal
2016-09-26,2016-11-08,11000.0,541.1153845491128,11400.0,Normal
2016-10-03,2016-11-15,11000.0,547.9,11400.0,Normal
2016-10-10,2016-11-22,11000.0,547.9,11400.0,Normal
2016-10-17,2016-11-29,11000.0,511.9,11400.0,Normal
2016-10-24,2016-12-06,11000.0,511.2,11400.0,Normal
2016-10-31,2016-12-13,11000.0,511.2,11400.0,Normal
2016-11-07,2016-12-20,11000.0,502.0518513141287,11200.0,Normal
2016-11-14,2016-12-27,11000.0,498.5,11200.0,Normal
2016-11-21,2017-01-03,11000.0,498.5,11200.0,Normal
2016-11-28,2017-01-10,11000.0,498.5,11200.0,Normal
2016-12-05,2017-01-17,11000.0,492.7742855782317,11200.0,Normal
