STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2006-01-01,2006-02-13,120.0,155.319602288749,327.5,Normal
2006-01-08,2006-02-20,120.0,144.09895837529498,300.0,Normal
2006-01-15,2006-02-27,119.5,140.26562504196167,275.0,Normal
2006-01-22,2006-03-06,119.0,136.83333333333334,266.637424575084,Normal
2006-01-29,2006-03-13,119.0,136.83333333333334,260.0,Normal
2006-02-01,2006-03-16,119.2433319176384,136.91444397254614,260.0,Normal
2006-02-08,2006-03-23,123.12884411386852,139.48251880047016,266.637424575084,Normal
2006-02-15,2006-03-30,131.42102182937236,143.3299113723048,266.637424575084,Normal
2006-02-22,2006-04-06,136.0,148.28169573595207,261.0000026666737,Normal
2006-03-01,2006-04-13,133.5,147.5,260.0,Normal
2006-03-08,2006-04-20,130.28676338278493,146.59558779426163,256.3705597368681,Normal
2006-03-15,2006-04-27,125.58201902366847,143.02733967455615,244.16403804733693,Normal
2006-03-22,2006-05-04,128.14285646258372,142.00440894431804,250.0,Normal
2006-03-29,2006-05-11,123.5,140.33835063945241,240.0,Normal
2006-04-05,2006-05-18,121.0,138.77085659128014,235.0,Normal
2006-04-12,2006-05-25,121.0,138.43179778793183,235.0,Normal
2006-04-19,2006-06-01,123.5,139.08333333333334,240.0,Normal
2006-04-26,2006-06-08,124.45588234083046,139.44517065682,241.9117646816609,Normal
2006-05-03,2006-06-15,123.5,139.2530864197531,240.0,Normal
2006-05-10,2006-06-22,128.5,142.139566336051,242.5,Normal
2006-05-17,2006-06-29,141.0,151.3333330133332,290.90909089421484,Normal
2006-05-24,2006-07-06,141.37037037037038,154.87654320987653,317.5,Normal
2006-05-31,2006-07-13,141.5,160.3333334933334,325.0,Normal
2006-06-07,2006-07-20,147.8066804393572,164.84436563937712,322.4528329575483,Normal
2006-06-14,2006-07-27,151.2420542806369,165.24735142687896,322.4528329575483,Normal
2006-06-21,2006-08-03,151.2420542806369,163.56772151609698,317.03703673696845,Normal
2006-06-28,2006-08-10,158.8224565422932,166.0945222699824,311.9222205353081,Normal
2006-07-05,2006-08-17,159.5,171.26456007806019,310.0,Normal
2006-07-12,2006-08-24,159.5,175.57132977025526,310.0,Normal
2006-07-19,2006-08-31,164.5,178.1811296596754,325.0,Normal
2006-07-26,2006-09-07,167.0,179.0144629930087,325.0,Normal
2006-08-02,2006-09-14,167.0,178.84779632634206,325.0,Normal
2006-08-09,2006-09-21,169.5,185.76864329970843,330.0,Normal
2006-08-16,2006-09-28,170.0,182.99127035891516,330.0,Normal
2006-08-23,2006-10-05,167.72727299845045,181.2424243328168,330.0,Normal
2006-08-30,2006-10-12,169.5,182.0676472037594,330.0,Normal
2006-09-06,2006-10-19,162.40715807759568,175.20336656295797,315.0,Normal
2006-09-13,2006-10-26,155.2783767609768,173.45205697490033,300.5567535219536,Normal
2006-09-20,2006-11-02,155.0,180.3184161977589,300.5567535219536,Normal
2006-09-27,2006-11-09,140.722220839489,200.6783552278026,270.0,Normal
2006-10-04,2006-11-16,140.722220839489,230.3211439730644,271.444441678978,Normal
